2017-03-06,2017,3,6,,-9.8,,-14.6,,-12.2,,30.2,,0,,0,,0.2,,0.2,,2,,,,<31,
2017-03-07,2017,3,7,,-9.8,,-16.2,,-13,,31,,0,,0,,0,T,0,T,2,,35,,33,
2017-03-08,2017,3,8,,-13.8,,-20.2,,-17,,35,,0,,0,,6.1,,5.5,,7,,2,,32,
2017-03-09,2017,3,9,,-17.2,,-22.4,,-19.8,,37.8,,0,,0,,2.6,,2,,6,,16,,32,
2017-03-10,2017,3,10,,-16.9,,-20.3,,-18.6,,36.6,,0,,0,,3.1,,2.3,,9,,,,<31,
2017-03-11,2017,3,11,,-15.1,,-20.3,,-17.7,,35.7,,0,,0,,1,,0.8,,8,,15,,32,
2017-03-12,2017,3,12,,-12.3,,-19.2,,-15.8,,33.8,,0,,0,,0,T,0,T,9,,15,,39,
2017-03-13,2017,3,13,,9.3,,-16.4,,-3.6,,21.6,,0,,0,,0,T,0,T,9,,29,,39,
2017-03-14,2017,3,14,,9.2,,-0.8,,4.2,,13.8,,0,,0,,0,,0,,7,,14,,37,
2017-03-15,2017,3,15,,14.5,,-2.2,,6.2,,11.8,,0,,0,,0,,0,,3,,36,,46,
2017-03-16,2017,3,16,,9.5,,-1.4,,4.1,,13.9,,0,,0,,1.3,,1,,0,T,35,,56,
2017-03-17,2017,3,17,,6.2,,-4.8,,0.7,,17.3,,0,,0,,0,,0,,0,T,16,,39,
2017-03-18,2017,3,18,,15.4,,-3.5,,6,,12,,0,,0.6,,0,,0.6,,0,T,28,,83,
2017-03-19,2017,3,19,,4.5,,-5.1,,-0.3,,18.3,,0,,0,,0,,0,,,,28,,57,
2017-03-20,2017,3,20,,1.2,,-7,,-2.9,,20.9,,0,,0,,0,,0,,,,2,,35,
2017-03-21,2017,3,21,,5.8,,-4.5,,0.7,,17.3,,0,,0,T,0,,0,T,,,19,,61,
2017-03-22,2017,3,22,,14,,-1.1,,6.5,,11.5,,0,,1.4,,0,,1.4,,,,27,,46,
2017-03-23,2017,3,23,,10.9,,-1.8,,4.6,,13.4,,0,,0.2,,0,,0.2,,,,27,,54,
2017-03-24,2017,3,24,,13.9,,-3.6,,5.2,,12.8,,0,,0,,0,,0,,,,16,,44,
2017-03-25,2017,3,25,,12.3,,-0.2,,6.1,,11.9,,0,,0,,0,,0,,,,25,,44,
2017-03-26,2017,3,26,,10.3,,-4.6,,2.9,,15.1,,0,,0,,0,,0,,,,28,,41,
2017-03-27,2017,3,27,,12.3,,0.8,,6.6,,11.4,,0,,0,T,0,,0,T,,,23,,37,
2017-03-28,2017,3,28,,11.6,,-2.2,,4.7,,13.3,,0,,0,,0,,0,,,,29,,43,
2017-03-29,2017,3,29,,11.3,,-1.4,,5,,13,,0,,0,,0,,0,,,,16,,41,
2017-03-30,2017,3,30,,11.6,,-2.1,,4.8,,13.2,,0,,0,,0,,0,,,,34,,52,
2017-03-31,2017,3,31,,14.6,,-2.5,,6.1,,11.9,,0,,0,,0,,0,,,,17,,43,
2017-04-01,2017,4,1,,15.6,,-0.7,,7.5,,10.5,,0,,0.2,,0,,0.2,,,,29,,67,
2017-04-02,2017,4,2,,3.7,,-2,,0.9,,17.1,,0,,0,,7.2,,7.2,,5,,33,,46,
2017-04-03,2017,4,3,,7.6,,-3.5,,2.1,,15.9,,0,,0,,0,,0,,3,,33,,50,
2017-04-04,2017,4,4,,11.4,,-6.6,,2.4,,15.6,,0,,0,,0,,0,,0,T,20,,37,
2017-04-05,2017,4,5,,16.7,,-3,,6.9,,11.1,,0,,0,,0,,0,,,,,,<31,
2017-04-06,2017,4,6,,18,,5,,11.5,,6.5,,0,,0,,0,,0,,,,21,,54,
2017-04-07,2017,4,7,,10.3,,-2.4,,4,,14,,0,,11.8,,0,,11.8,,,,,,<31,
2017-04-08,2017,4,8,,12.3,,2.4,,7.4,,10.6,,0,,0,,0,,0.2,,,,28,,41,
2017-04-09,2017,4,9,,7.7,,1.4,,4.6,,13.4,,0,,0.8,,0,,0.8,,,,16,,35,
2017-04-10,2017,4,10,,11.5,,-2.6,,4.5,,13.5,,0,,0,T,0,,0,T,,,34,,46,
2017-04-11,2017,4,11,,9.9,,-0.3,,4.8,,13.2,,0,,0,T,0,,0,T,0,T,31,,46,
2017-04-12,2017,4,12,,7,,-1.1,,3,,15,,0,,0.4,,0,,0.4,,0,T,8,,43,
2017-04-13,2017,4,13,,3.8,,0.2,,2,,16,,0,,12.1,,2.4,,14.5,,2,,10,,39,
2017-04-14,2017,4,14,,11.3,,-0.1,,5.6,,12.4,,0,,0,,0,,0,,,,33,,50,
2017-04-15,2017,4,15,,3.9,,-3.4,,0.3,,17.7,,0,,0,,1.2,,1.2,,0,T,33,,44,
2017-04-16,2017,4,16,,8.6,,-5.5,,1.6,,16.4,,0,,0,,0,,0,,0,T,15,,50,
2017-04-17,2017,4,17,,11.6,,-1.4,,5.1,,12.9,,0,,0,T,0,,0,T,,,9,,37,
2017-04-18,2017,4,18,,14.4,,0.8,,7.6,,10.4,,0,,0.4,,0,,0.4,,,,0,,50,
2017-04-19,2017,4,19,,13.8,,1.6,,7.7,,10.3,,0,,4,,0,,4,,,,14,,41,
2017-04-20,2017,4,20,,15.2,,0.9,,8.1,,9.9,,0,,0.2,,0,,0.2,,,,32,,44,
2017-04-21,2017,4,21,,10.7,,2.6,,6.7,,11.3,,0,,0.4,,0,,0.4,,,,35,,43,
2017-04-22,2017,4,22,,12.6,,-1.4,,5.6,,12.4,,0,,7.2,,0,,7.2,,,,8,,44,
2017-04-23,2017,4,23,,10.9,,1.2,,6.1,,11.9,,0,,3.2,,0,,3.2,,,,13,,37,
2017-04-24,2017,4,24,,4.5,,-0.1,,2.2,,15.8,,0,,4.2,,0,,4.2,,0,T,5,,32,
2017-04-25,2017,4,25,,1.2,,-2.4,,-0.6,,18.6,,0,,,M,5.2,,9,,3,,35,,35,
2017-04-26,2017,4,26,,3.6,,-3,,0.3,,17.7,,0,,0,,0,T,0,T,1,,,,<31,
2017-04-27,2017,4,27,,8.5,,0.7,,4.6,,13.4,,0,,0,,0.4,,0.4,,,,6,,35,
2017-04-28,2017,4,28,,9.7,,0,,4.9,,13.1,,0,,0,,0.2,,0.2,,0,T,35,,41,
2017-04-29,2017,4,29,,13.5,,1.5,,7.5,,10.5,,0,,0,T,0,,0,T,,,20,,39,
2017-04-30,2017,4,30,,14.2,,4,,9.1,,8.9,,0,,1.8,,0,,1.8,,,,34,,67,
2017-05-01,2017,5,1,,13,,1.3,,7.2,,10.8,,0,,0,T,0,,0,T,,,33,,37,
2017-05-02,2017,5,2,,12.5,,2,,7.3,,10.7,,0,,0,T,0,,0,T,,,35,,52,
2017-05-03,2017,5,3,,21.3,,-0.1,,10.6,,7.4,,0,,0,,0,,0,,,,27,,43,
2017-05-04,2017,5,4,,24,,9.3,,16.7,,1.3,,0,,0,,0,,0,,,,29,,52,
2017-05-05,2017,5,5,,25.4,,6.8,,16.1,,1.9,,0,,0,,0,,0,,,,19,,48,
2017-05-06,2017,5,6,,24.2,,8.2,,16.2,,1.8,,0,,0,,0,,0,,,,34,,54,
2017-05-07,2017,5,7,,11.1,E,3.7,E,7.4,E,10.6,E,0,E,0,T,0,,0,T,,,34,,52,
2017-05-08,2017,5,8,,17,,2.4,,9.7,,8.3,,0,,0,,0,,0,,,,27,,37,
2017-05-09,2017,5,9,,15.9,,8.5,,12.2,,5.8,,0,,0.2,,0,,0.2,,,,33,,41,
2017-05-10,2017,5,10,,21,,5.8,,13.4,,4.6,,0,,0,,0,,0,,,,,,<31,
2017-05-11,2017,5,11,,22.8,,5,,13.9,,4.1,,0,,1.6,,0,,1.6,,,,21,,52,
2017-05-12,2017,5,12,,19.7,,9.3,,14.5,,3.5,,0,,2,,0,,2,,,,14,,48,
2017-05-13,2017,5,13,,16.3,,5.1,,10.7,,7.3,,0,,2.2,,0,,2.2,,,,2,,50,
2017-05-14,2017,5,14,,12.9,,3.2,,8.1,,9.9,,0,,2,,0,,2,,,,2,,39,
2017-05-15,2017,5,15,,14.7,E,,M,,M,,M,,M,0,,0,,0,,,,6,,50,
2017-05-16,2017,5,16,,13.1,,-0.6,,6.3,,11.7,,0,,0,T,0,,0,T,,,9,,50,
2017-05-17,2017,5,17,,7.2,,3.3,,5.3,,12.7,,0,,6.4,,0,,6.4,,,,5,,44,
2017-05-18,2017,5,18,,16.3,,1,,8.7,,9.3,,0,,0,T,0,,0,T,,,21,,48,
2017-05-19,2017,5,19,,18.6,,2.9,,10.8,,7.2,,0,,0.6,,0,,0.6,,,,27,,43,
2017-05-20,2017,5,20,,20.2,,5.1,,12.7,,5.3,,0,,0,,0,,0,,,,35,,37,
2017-05-21,2017,5,21,,23,,5.2,,14.1,,3.9,,0,,0,,0,,0,,,,32,,52,
2017-05-22,2017,5,22,,24.7,,10.6,,17.7,,0.3,,0,,0,,0,,0,,,,15,,43,
2017-05-23,2017,5,23,,28.4,,11.8,,20.1,,0,,2.1,,0,,0,,0,,,,23,,41,
2017-05-24,2017,5,24,,12.8,E,,M,,M,,M,,M,22.1,,0,,22.1,,,,34,,95,
2017-05-25,2017,5,25,,13.3,,7.4,,10.4,,7.6,,0,,1,,0,,1,,,,35,,74,
2017-05-26,2017,5,26,,20,,2.6,,11.3,,6.7,,0,,0,,0,,0,,,,32,,39,
2017-05-27,2017,5,27,,25.1,,12.1,,18.6,,0,,0.6,,0,T,0,,0,T,,,32,,59,
2017-05-28,2017,5,28,,21.5,,8.6,,15.1,,2.9,,0,,0,,0,,0,,,,,,<31,
2017-05-29,2017,5,29,,23.3,,8,,15.7,,2.3,,0,,0,,0,,0,,,,19,,41,
2017-05-30,2017,5,30,,26,,8.7,,17.4,,0.6,,0,,0,,0,,0,,,,15,,39,
2017-05-31,2017,5,31,,28.6,,11.1,,19.9,,0,,1.9,,0,T,0,,0,T,,,28,,50,
2017-06-01,2017,6,1,,23.6,,12.3,,18,,0,,0,,0.4,,0,,0.4,,,,31,,37,
2017-06-02,2017,6,2,,21.7,,11.8,,16.8,,1.2,,0,,0,T,0,,0,T,,,29,,70,
2017-06-03,2017,6,3,,26.4,,6.6,,16.5,,1.5,,0,,0,,0,,0,,,,15,,43,
2017-06-04,2017,6,4,,23.5,,10.5,,17,,1,,0,,1.8,,0,,1.8,,,,35,,67,
2017-06-05,2017,6,5,,19.4,E,,M,,M,,M,,M,0.8,,0,,0.8,,,,34,,50,
2017-06-06,2017,6,6,,23.1,,6.7,,14.9,,3.1,,0,,0,,0,,0,,,,16,,56,
2017-06-07,2017,6,7,,26.4,,8.2,,17.3,,0.7,,0,,0,,0,,0,,,,12,,46,
2017-06-08,2017,6,8,,26.7,,13.2,,20,,0,,2,,13.2,,0,,13.2,,,,23,,93,
2017-06-09,2017,6,9,,20.3,,8.7,,14.5,,3.5,,0,,4.6,,0,,4.6,,,,4,,59,
2017-06-10,2017,6,10,,11.3,,4.9,,8.1,,9.9,,0,,13,,0,,13,,,,28,,65,
2017-06-11,2017,6,11,,20.7,,8.3,,14.5,,3.5,,0,,0,,0,,0,,,,27,,48,
2017-06-12,2017,6,12,,23.3,E,7.7,E,15.5,E,2.5,E,0,E,0,,0,,0,,,,15,,52,
2017-06-13,2017,6,13,,18.1,E,,M,,M,,M,,M,1.2,,0,,1.2,,,,35,,54,
2017-06-14,2017,6,14,,17.3,,10,,13.7,,4.3,,0,,3,,0,,3,,,,34,,37,
2017-06-15,2017,6,15,,19.6,,4.5,,12.1,,5.9,,0,,0,,0,,0,,,,9,,39,
2017-06-16,2017,6,16,,21.2,,9.1,,15.2,,2.8,,0,,1.4,,0,,1.4,,,,36,,56,
2017-06-17,2017,6,17,,19.6,,10.1,,14.9,,3.1,,0,,0.4,,0,,0.4,,,,33,,37,
2017-06-18,2017,6,18,,21.6,,9.6,,15.6,,2.4,,0,,0,,0,,0,,,,26,,57,
2017-06-19,2017,6,19,,21.3,,8,,14.7,,3.3,,0,,0,,0,,0,,,,28,,43,
2017-06-20,2017,6,20,,26.8,,11,,18.9,,0,,0.9,,0,T,0,,0,T,,,1,,78,
2017-06-21,2017,6,21,,20.3,,7.2,,13.8,,4.2,,0,,0.2,,0,,0.2,,,,29,,70,
2017-06-22,2017,6,22,,16.9,,6.9,,11.9,,6.1,,0,,0.3,,0,,0.3,,,,34,,59,
2017-06-23,2017,6,23,,20.2,,9,,14.6,,3.4,,0,,1.2,,0,,1.2,,,,35,,41,
2017-06-24,2017,6,24,,21.3,,8.7,,15,,3,,0,,0,,0,,0,,,,,,<31,
2017-06-25,2017,6,25,,26.4,,9.8,,18.1,,0,,0.1,,0,,0,,0,,,,13,,46,
2017-06-26,2017,6,26,,32.1,,12.6,,22.4,,0,,4.4,,0,T,0,,0,T,,,28,,70,
2017-06-27,2017,6,27,,21.8,,11.8,,16.8,,1.2,,0,,0,,0,,0,,,,34,,61,
2017-06-28,2017,6,28,,20,,8.3,,14.2,,3.8,,0,,0,T,0,,0,T,,,35,,59,
2017-06-29,2017,6,29,,22.7,,10.8,,16.8,,1.2,,0,,0,,0,,0,,,,32,,32,
2017-06-30,2017,6,30,,27.5,,10.8,,19.2,,0,,1.2,,0,,0,,0,,,,,,<31,
2017-07-01,2017,7,1,,27.4,,13.8,,20.6,,0,,2.6,,2,,0,,2,,,,36,,52,
2017-07-02,2017,7,2,,28.7,,11.3,,20,,0,,2,,0,,0,,0,,,,11,,41,
2017-07-03,2017,7,3,,24.5,,12.9,,18.7,,0,,0.7,,0,,0,,0,,,,36,,61,
2017-07-04,2017,7,4,,27.7,,9.9,,18.8,,0,,0.8,,0,,0,,0,,,,15,,44,
2017-07-05,2017,7,5,,26.6,,12.5,,19.6,,0,,1.6,,0,,0,,0,,,,34,,48,
2017-07-06,2017,7,6,,30,,11.5,,20.8,,0,,2.8,,0,,0,,0,,,,10,,33,
2017-07-07,2017,7,7,,33,,12.4,,22.7,,0,,4.7,,0,,0,,0,,,,15,,46,
2017-07-08,2017,7,8,,28.5,,16.6,,22.6,,0,,4.6,,0,,0,,0,,,,34,,43,
2017-07-09,2017,7,9,,31.1,,16.9,,24,,0,,6,,0,,0,,0,,,,0,,56,
2017-07-10,2017,7,10,,21.6,,12.9,,17.3,,0.7,,0,,7.2,,0,,7.2,,,,31,,44,
2017-07-11,2017,7,11,,18.1,,12.2,,15.2,,2.8,,0,,41.7,,0,,41.7,,,,34,,39,
2017-07-12,2017,7,12,,25.1,,10,,17.6,,0.4,,0,,0,,0,,0,,,,16,,41,
2017-07-13,2017,7,13,,30.4,,11.6,,21,,0,,3,,0,,0,,0,,,,18,,37,
2017-07-14,2017,7,14,,27.5,,11.5,,19.5,,0,,1.5,,0,,0,,0,,,,35,,44,
2017-07-15,2017,7,15,,31.1,,12.8,,22,,0,,4,,0,,0,,0,,,,21,,61,
2017-07-16,2017,7,16,,22.1,E,,M,,M,,M,,M,,M,,M,1.6,E,,,,M,,M
2017-07-17,2017,7,17,,20.3,E,,M,,M,,M,,M,,M,,M,0,,,,,M,,M
2017-07-18,2017,7,18,,23.4,,8.2,,15.8,,2.2,,0,,0,,0,,0,,,,9,,32,
2017-07-19,2017,7,19,,26.2,,7.5,,16.9,,1.1,,0,,0,,0,,0,,,,15,,32,
2017-07-20,2017,7,20,,28.3,,9.1,,18.7,,0,,0.7,,2,,0,,2,,,,23,,54,
2017-07-21,2017,7,21,,21.9,,12.9,,17.4,,0.6,,0,,0,,0,,0,,,,35,,59,
2017-07-22,2017,7,22,,28.8,,9.5,,19.2,,0,,1.2,,0,,0,,0,,,,28,,43,
2017-07-23,2017,7,23,,30.5,E,13.9,E,22.2,E,0,E,4.2,E,0.4,,0,,0.4,,,,34,,83,
2017-07-24,2017,7,24,,22.3,,6.2,,14.3,,3.7,,0,,0.6,,0,,0.6,,,,35,,72,
2017-07-25,2017,7,25,,24.3,,7.7,,16,,2,,0,,0,,0,,0,,,,12,,32,
2017-07-26,2017,7,26,,29.8,,10.6,,20.2,,0,,2.2,,0,,0,,0,,,,14,,33,
2017-07-27,2017,7,27,,32.7,,11.7,,22.2,,0,,4.2,,0,,0,,0,,,,33,,59,
2017-07-28,2017,7,28,,28.2,,14.6,,21.4,,0,,3.4,,0,,0,,0,,,,34,,59,
2017-07-29,2017,7,29,,28.7,,9.9,,19.3,,0,,1.3,,0,,0,,0,,,,12,,39,
2017-07-30,2017,7,30,,26.3,,11.9,,19.1,,0,,1.1,,0,,0,,0,,,,36,,44,
2017-07-31,2017,7,31,,25.7,,10.5,,18.1,,0,,0.1,,0,T,0,,0,T,,,2,,41,
2017-08-01,2017,8,1,,21,,11.7,,16.4,,1.6,,0,,1.8,,0,,1.8,,,,4,,37,
2017-08-02,2017,8,2,,21.4,,11.6,,16.5,,1.5,,0,,0,,0,,0,,,,15,,41,
2017-08-03,2017,8,3,,29.2,E,,M,,M,,M,,M,0,,0,,0,,,,11,,43,
2017-08-04,2017,8,4,,19.7,,12.3,,16,,2,,0,,0.2,,0,,0.2,,,,35,,61,
2017-08-05,2017,8,5,,20.1,,10.4,,15.3,,2.7,,0,,3.2,,0,,3.2,,,,1,,37,
2017-08-06,2017,8,6,,25.4,,7.9,,16.7,,1.3,,0,,0,,0,,0,,,,13,,35,
2017-08-07,2017,8,7,,25.8,,8.9,,17.4,,0.6,,0,,0,,0,,0,,,,36,,48,
2017-08-08,2017,8,8,,21.9,,12.3,,17.1,,0.9,,0,,1.4,,0,,1.4,,,,,,<31,
2017-08-09,2017,8,9,,26.3,,8.9,,17.6,,0.4,,0,,0.6,,0,,0.6,,,,28,,41,
2017-08-10,2017,8,10,,27,,10.3,,18.7,,0,,0.7,,1.8,,0,,1.8,,,,1,,35,
2017-08-11,2017,8,11,,25.5,,11.9,,18.7,,0,,0.7,,0.6,,0,,0.6,,,,,,<31,
2017-08-12,2017,8,12,,28.6,,10.8,,19.7,,0,,1.7,,0,,0,,0,,,,16,,50,
2017-08-13,2017,8,13,,30.5,,11.6,,21.1,,0,,3.1,,1.6,,0,,1.6,,,,30,,54,
